id,subject_id,timestamp,utimestamp,latitude,longitude,altitude
1,1,12/23/2018 15:38,1545600000000000,42.3712,-71.1099,18.2967
2,1,12/23/2018 15:38,1545600001000000,42.3712,-71.1099,18.2967
3,1,12/23/2018 15:38,1545600002000000,42.3713,-71.1099,18.2887
4,1,12/23/2018 15:38,1545600003000000,42.3712,-71.1099,18.2859
5,1,12/23/2018 15:38,1545600004000000,42.3713,-71.1099,18.8608
6,1,12/23/2018 15:38,1545600005000000,42.3714,-71.1098,17.6022
7,1,12/23/2018 15:38,1545600006000000,42.3713,-71.1098,17.17
8,1,12/23/2018 15:38,1545600007000000,42.3712,-71.1098,17.1908
9,1,12/23/2018 15:38,1545600008000000,42.3712,-71.1098,17.7648
10,1,12/23/2018 15:38,1545600009000000,42.3712,-71.1099,17.8871
11,1,12/23/2018 15:38,1545600010000000,42.3712,-71.1099,17.8672
12,1,12/23/2018 15:38,1545600011000000,42.3712,-71.1099,17.8502
13,1,12/23/2018 15:38,1545600012000000,42.3712,-71.1099,17.864
14,1,12/23/2018 15:38,1545600013000000,42.3712,-71.1099,17.8712
15,1,12/23/2018 15:38,1545600014000000,42.3712,-71.1099,17.8701
16,1,12/23/2018 15:38,1545600015000000,42.3712,-71.1099,17.8601
17,1,12/23/2018 15:38,1545600016000000,42.3712,-71.1099,17.8743
18,1,12/23/2018 15:38,1545600017000000,42.3712,-71.1099,17.8672
19,1,12/23/2018 15:38,1545600018000000,42.3712,-71.1099,17.8552
20,1,12/23/2018 15:38,1545600019000000,42.3712,-71.1099,17.8442
21,1,12/23/2018 15:38,1545600020000000,42.3712,-71.1099,17.8216
22,1,12/23/2018 15:38,1545600021000000,42.3712,-71.1099,17.8428
23,1,12/23/2018 15:38,1545600022000000,42.3712,-71.1099,17.8578
24,1,12/23/2018 15:38,1545600023000000,42.3712,-71.1099,17.8702
25,1,12/23/2018 15:38,1545600024000000,42.3712,-71.1099,17.8702
26,1,12/23/2018 15:38,1545600025000000,42.3712,-71.1099,17.8702
27,1,12/23/2018 15:38,1545600026000000,42.3712,-71.1099,17.8702
28,1,12/23/2018 15:38,1545600027000000,42.3712,-71.1099,17.8702
29,1,12/23/2018 15:39,1545600028000000,42.3712,-71.1099,17.8702
30,1,12/23/2018 15:39,1545600029000000,42.3712,-71.1099,17.8702
31,1,12/23/2018 15:39,1545600030000000,42.3712,-71.1099,17.8702
32,1,12/23/2018 15:39,1545600031000000,42.3712,-71.1099,17.8702
33,1,12/23/2018 15:39,1545600032000000,42.3712,-71.1099,17.8702
34,1,12/23/2018 15:39,1545600033000000,42.3712,-71.1099,17.8702
35,1,12/23/2018 15:39,1545600034000000,42.3712,-71.1099,17.8702
36,1,12/23/2018 15:39,1545600035000000,42.3712,-71.1099,17.8702
37,1,12/23/2018 15:39,1545600036000000,42.3712,-71.1099,17.8702
38,1,12/23/2018 15:39,1545600037000000,42.3712,-71.1099,17.8702
39,1,12/23/2018 15:39,1545600038000000,42.3712,-71.1099,17.8702
40,1,12/23/2018 15:39,1545600039000000,42.3712,-71.1099,17.8702
41,1,12/23/2018 15:39,1545600040000000,42.3712,-71.1099,17.8702
42,1,12/23/2018 15:39,1545600041000000,42.3712,-71.1099,17.8702
43,1,12/23/2018 15:39,1545600042000000,42.3712,-71.1099,17.8702
44,1,12/23/2018 15:39,1545600043000000,42.3712,-71.1099,17.8702
45,1,12/23/2018 15:39,1545600044000000,42.3712,-71.1099,17.8702
46,1,12/23/2018 15:39,1545600045000000,42.3712,-71.1099,17.8702
47,1,12/23/2018 15:39,1545600046000000,42.3712,-71.1099,17.8702
48,1,12/23/2018 15:39,1545600047000000,42.3712,-71.1099,17.8702
49,1,12/23/2018 15:39,1545600048000000,42.3712,-71.1099,17.8702
50,1,12/23/2018 15:39,1545600049000000,42.3712,-71.1099,17.8702
51,1,12/23/2018 15:39,1545600050000000,42.3712,-71.1099,17.8702
52,1,12/23/2018 15:39,1545600051000000,42.3712,-71.1099,17.8702
53,1,12/23/2018 15:39,1545600052000000,42.3712,-71.1099,17.8702
54,1,12/23/2018 15:39,1545600053000000,42.3712,-71.1099,17.8702
55,1,12/23/2018 15:39,1545600054000000,42.3712,-71.1099,17.8702
56,1,12/23/2018 15:39,1545600055000000,42.3712,-71.1099,17.8702
57,1,12/23/2018 15:39,1545600056000000,42.3712,-71.1099,17.8702
58,1,12/23/2018 15:39,1545600057000000,42.3712,-71.1099,17.8702
59,1,12/23/2018 15:39,1545600058000000,42.3712,-71.1099,17.8702
60,1,12/23/2018 15:39,1545600059000000,42.3712,-71.1099,17.8702
61,1,12/23/2018 15:39,1545600060000000,42.3712,-71.1099,17.8702
62,1,12/23/2018 15:39,1545600061000000,42.3712,-71.1099,17.8702
63,1,12/23/2018 15:39,1545600062000000,42.3712,-71.1099,17.8702
64,1,12/23/2018 15:39,1545600063000000,42.3712,-71.1099,17.8702
65,1,12/23/2018 15:39,1545600064000000,42.3712,-71.1099,17.8702
66,1,12/23/2018 15:39,1545600065000000,42.3712,-71.1099,17.8702
67,1,12/23/2018 15:39,1545600066000000,42.3712,-71.1099,17.8702
68,1,12/23/2018 15:39,1545600067000000,42.3712,-71.1099,17.8702
69,1,12/23/2018 15:39,1545600068000000,42.3712,-71.1099,17.8702
70,1,12/23/2018 15:39,1545600069000000,42.3712,-71.1099,17.8702
71,1,12/23/2018 15:39,1545600070000000,42.3712,-71.1099,17.8702
72,1,12/23/2018 15:39,1545600071000000,42.3712,-71.1099,17.8702
73,1,12/23/2018 15:39,1545600072000000,42.3712,-71.1099,17.8702
74,1,12/23/2018 15:39,1545600073000000,42.3712,-71.1099,17.8702
75,1,12/23/2018 15:39,1545600074000000,42.3712,-71.1099,17.8702
76,1,12/23/2018 15:39,1545600075000000,42.3712,-71.1099,17.8702
77,1,12/23/2018 15:39,1545600076000000,42.3712,-71.1099,17.8702
78,1,12/23/2018 15:39,1545600077000000,42.3712,-71.1099,17.8702
79,1,12/23/2018 15:39,1545600078000000,42.3712,-71.1099,17.8702
80,1,12/23/2018 15:39,1545600079000000,42.3712,-71.1099,17.8702
81,1,12/23/2018 15:39,1545600080000000,42.3712,-71.1099,17.8702
82,1,12/23/2018 15:39,1545600081000000,42.3712,-71.1099,17.8702
83,1,12/23/2018 15:39,1545600082000000,42.3712,-71.1099,17.8702
84,1,12/23/2018 15:39,1545600083000000,42.3712,-71.1099,17.8702
85,1,12/23/2018 15:39,1545600084000000,42.3712,-71.1099,17.8702
86,1,12/23/2018 15:39,1545600085000000,42.3712,-71.1099,17.8702
87,1,12/23/2018 15:39,1545600086000000,42.3712,-71.1099,17.8702
88,1,12/23/2018 15:39,1545600087000000,42.3712,-71.1099,17.8702
89,1,12/23/2018 15:40,1545600088000000,42.3712,-71.1099,17.8702
90,1,12/23/2018 15:40,1545600089000000,42.3712,-71.1099,17.8702
91,1,12/23/2018 15:40,1545600090000000,42.3712,-71.1099,17.8702
92,1,12/23/2018 15:40,1545600091000000,42.3712,-71.1099,17.8702
93,1,12/23/2018 15:40,1545600092000000,42.3712,-71.1099,17.8702
94,1,12/23/2018 15:40,1545600093000000,42.3712,-71.1099,17.8702
95,1,12/23/2018 15:40,1545600094000000,42.3712,-71.1099,17.8702
96,1,12/23/2018 15:40,1545600095000000,42.3712,-71.1099,17.8702
97,1,12/23/2018 15:40,1545600096000000,42.3712,-71.1099,17.8702
98,1,12/23/2018 15:40,1545600097000000,42.3712,-71.1099,17.8702
99,1,12/23/2018 15:40,1545600098000000,42.3712,-71.1099,17.8702
